"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8929","Practsising opening a page and clicking a login button","chromium","Wed Sep 18 12:21:59 IST 2024","passed","Wed Sep 18 12:22:08 IST 2024","Practising Pplaywright","practise.spec.ts","",""
